fid,objectid,poi_id,kategorie,name,anzahl_pp,markierung,sicherheit,dach,signalisation,bemerkung,gebuehr,oeffentlicher_grund,objid,bezeichnun,name_2,entstehung
"478","8641",vap8641,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"479","19",vap19,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"480","8345",vap8345,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"481","8326",vap8326,Zweirad,Beide,"3",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"482","367",vap367,Zweirad,Beide,"17",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"483","17658",vap17658,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"484","4292",vap4292,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"485","8629",vap8629,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"486","4290",vap4290,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"487","3472",vap3472,Zweirad,Beide,"3",,,,,unter Brücke,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"488","7623",vap7623,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"489","7634",vap7634,Zweirad,Beide,"10",,,,,Keine,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"490","617",vap617,Zweirad,Beide,"3",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"491","105033",vap105033,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"492","17971",vap17971,Zweirad,Beide,"28",,,,,beim Stadtspital Waid,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"493","2249",vap2249,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"494","9284",vap9284,Zweirad,Beide,"40",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"495","105011",vap105011,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"496","104623",vap104623,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"497","105087",vap105087,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"498","7547",vap7547,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"499","12811",vap12811,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"500","104621",vap104621,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"501","20976",vap20976,Zweirad,Velo,"12",,,,,beim Schulhaus Letten,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"502","11886",vap11886,Zweirad,Velo,"11",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"503","11887",vap11887,Zweirad,Velo,"20",,,,,bei Viventa,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"504","6091",vap6091,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"505","105100",vap105100,Zweirad,Velo,"4",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"506","104622",vap104622,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"507","105015",vap105015,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"508","105013",vap105013,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"509","3342",vap3342,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"510","12208",vap12208,Zweirad,Velo,"40",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"511","12209",vap12209,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"512","103572",vap103572,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"513","12210",vap12210,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"514","103619",vap103619,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"515","4612",vap4612,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"516","105074",vap105074,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"517","105111",vap105111,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"518","382",vap382,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"519","13160",vap13160,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"520","11888",vap11888,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"521","105101",vap105101,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"522","376",vap376,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"523","377",vap377,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"524","379",vap379,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"525","105017",vap105017,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"526","383",vap383,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"527","105012",vap105012,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"528","24170",vap24170,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"529","105018",vap105018,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"530","12801",vap12801,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"531","105097",vap105097,Zweirad,Beide,"19",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"532","8633",vap8633,Zweirad,Velo,"56",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"533","4611",vap4611,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"534","4610",vap4610,Zweirad,Beide,"3",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"535","4305",vap4305,Zweirad,Beide,"7",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"536","105081",vap105081,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"537","105080",vap105080,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"538","375",vap375,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"539","105019",vap105019,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"540","7343",vap7343,Zweirad,Beide,"3",,,,,Höhe Nordheimstrasse,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"541","7317",vap7317,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"542","104763",vap104763,Zweirad,Velo,"48",,,,,2 Standorte,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"543","20324",vap20324,Zweirad,Velo,"42",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"544","24491",vap24491,Zweirad,Velo,"20",,,,,am Eingang Sporthalle Hardau,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"545","104758",vap104758,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"546","17654",vap17654,Zweirad,Velo,"48",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"547","17655",vap17655,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"548","104759",vap104759,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"549","104760",vap104760,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"550","16691",vap16691,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"551","21616",vap21616,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"552","11204",vap11204,Zweirad,Velo,"870",,,,,genauer Standort immer wieder leicht - um wenige Meter - verschoben,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"553","11203",vap11203,Zweirad,Velo,"279",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"554","9931",vap9931,Zweirad,Velo,"1600",,,,,Velostation Europaplatz,gebührenpflichtig,öffentlicher Grund,"2",Kreis 4,4,"1"
"555","105067",vap105067,Zweirad,Velo,"60",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"556","2568",vap2568,Zweirad,Velo,"100",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"557","7586",vap7586,Zweirad,Velo,"40",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"558","8963",vap8963,Zweirad,Velo,"30",,,,,beim Zürcher HB,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"559","8960",vap8960,Zweirad,Velo,"150",,,,,beim Zürcher HB,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"560","11930",vap11930,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"561","8967",vap8967,Zweirad,Motorrad,"20",,,,,im Parkhaus Europaallee,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"562","11928",vap11928,Zweirad,Motorrad,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"563","11927",vap11927,Zweirad,Motorrad,"30",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"564","105052",vap105052,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"565","7572",vap7572,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"566","7577",vap7577,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"567","105000",vap105000,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"568","105001",vap105001,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"569","105053",vap105053,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"570","10870",vap10870,Zweirad,Velo,"192",,,,,Auf Hardbrücke,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"571","10869",vap10869,Zweirad,Velo,"192",,,,,Auf Hardbrücke,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"572","104551",vap104551,Zweirad,Velo,"54",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"573","104552",vap104552,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"574","105095",vap105095,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"575","105078",vap105078,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"576","104743",vap104743,Zweirad,Velo,"7",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"577","105058",vap105058,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"578","105068",vap105068,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"579","104375",vap104375,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"580","221",vap221,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"581","7976",vap7976,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"582","5131",vap5131,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"583","104543",vap104543,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"584","104335",vap104335,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"585","10549",vap10549,Zweirad,Velo,"36",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"586","12815",vap12815,Zweirad,Velo,"60",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"587","104727",vap104727,Zweirad,Velo,"9",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"588","8016",vap8016,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"589","98",vap98,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"590","13803",vap13803,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"591","15400",vap15400,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"592","4803",vap4803,Zweirad,Velo,"2",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"593","104550",vap104550,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"594","12814",vap12814,Zweirad,Velo,"140",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"595","10223",vap10223,Zweirad,Velo,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"596","105096",vap105096,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"597","11935",vap11935,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"598","105054",vap105054,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"599","10232",vap10232,Zweirad,Velo,"20",,,,,Schule Kanzlei,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"600","3010",vap3010,Zweirad,Velo,"20",,,,,Schule Kanzlei,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"601","7267",vap7267,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"602","104547",vap104547,Zweirad,Velo,"12",,,,,je links und rechts einen,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"603","8322",vap8322,Zweirad,Motorrad,"3",,,,,im Parkhaus Gull,gebührenpflichtig,öffentlicher Grund,"2",Kreis 4,4,"1"
"604","7248",vap7248,Zweirad,Motorrad,"3",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"605","5253",vap5253,Zweirad,Motorrad,"7",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"606","11936",vap11936,Zweirad,Motorrad,"7",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"607","8969",vap8969,Zweirad,Motorrad,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"608","3013",vap3013,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"609","7255",vap7255,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"610","7561",vap7561,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"611","7562",vap7562,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"612","10538",vap10538,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"613","7272",vap7272,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"614","10541",vap10541,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"615","10542",vap10542,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"616","10543",vap10543,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"617","5578",vap5578,Zweirad,Beide,"15",,,,,2 Standorte,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"618","327",vap327,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"619","104745",vap104745,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"620","228",vap228,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"621","7565",vap7565,Zweirad,Beide,"10",,,,,2 Standorte,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"622","7274",vap7274,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"623","7269",vap7269,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"624","83",vap83,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"625","5574",vap5574,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"626","5572",vap5572,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"627","9929",vap9929,Zweirad,Beide,"30",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"628","3410",vap3410,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"629","10218",vap10218,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"630","3469",vap3469,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"631","3018",vap3018,Zweirad,Beide,"12",,,,,bei Schule Kern,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"632","7581",vap7581,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"633","104549",vap104549,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"634","8968",vap8968,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"635","8970",vap8970,Zweirad,Beide,"26",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"636","11938",vap11938,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"637","11937",vap11937,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"638","210",vap210,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"639","218",vap218,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"640","2698",vap2698,Zweirad,Beide,"26",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"641","211",vap211,Zweirad,Beide,"38",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"642","209",vap209,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"643","235",vap235,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"644","5575",vap5575,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"645","7564",vap7564,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"646","227",vap227,Zweirad,Beide,"9",,,,,teilweise mit Bügel,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"647","10219",vap10219,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"648","10220",vap10220,Zweirad,Beide,"15",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"649","10222",vap10222,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"650","5580",vap5580,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"651","10225",vap10225,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"652","3014",vap3014,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"653","10226",vap10226,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"654","3379",vap3379,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"655","10229",vap10229,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"656","10230",vap10230,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"657","10231",vap10231,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"658","7559",vap7559,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"659","230",vap230,Zweirad,Beide,"48",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"660","7558",vap7558,Zweirad,Beide,"9",,,,,teilweise mit Bügel,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"661","15080",vap15080,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"662","104843",vap104843,Zweirad,Beide,"40",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"663","4801",vap4801,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"664","4802",vap4802,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"665","4804",vap4804,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"666","4805",vap4805,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"667","4806",vap4806,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"668","4807",vap4807,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"669","105055",vap105055,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"670","14761",vap14761,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"671","15401",vap15401,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"672","12174",vap12174,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"673","12175",vap12175,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"674","2702",vap2702,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"675","13800",vap13800,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"676","13801",vap13801,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"677","220",vap220,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"678","2704",vap2704,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"679","13802",vap13802,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"680","13806",vap13806,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"681","13808",vap13808,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"682","13809",vap13809,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"683","11932",vap11932,Zweirad,Beide,"27",,,,,bei ZHAW,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"684","11934",vap11934,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"685","11933",vap11933,Zweirad,Beide,"20",,,,,bei ZHAW,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"686","11943",vap11943,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"687","10545",vap10545,Zweirad,Beide,"11",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"688","10547",vap10547,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"689","10548",vap10548,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"690","10550",vap10550,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"691","104545",vap104545,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"692","105073",vap105073,Zweirad,Beide,"15",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"693","2705",vap2705,Zweirad,Beide,"34",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"694","2699",vap2699,Zweirad,Beide,"27",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"695","2701",vap2701,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"696","1740",vap1740,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"697","8965",vap8965,Zweirad,Beide,"76",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"698","8966",vap8966,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"699","12494",vap12494,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"700","234",vap234,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"701","229",vap229,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"702","81",vap81,Zweirad,Beide,"9",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"703","5133",vap5133,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"704","3012",vap3012,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"705","3015",vap3015,Zweirad,Beide,"15",,,,,teilweise Bügel,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"706","5581",vap5581,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"707","5254",vap5254,Zweirad,Beide,"12",,,,,beim Zugang zur Bäckeranlage,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"708","5582",vap5582,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"709","5573",vap5573,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"710","7270",vap7270,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"711","7271",vap7271,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
"712","7560",vap7560,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"2",Kreis 4,4,"1"
