fid,objectid,poi_id,kategorie,name,anzahl_pp,markierung,sicherheit,dach,signalisation,bemerkung,gebuehr,oeffentlicher_grund,objid,bezeichnun,name_2,entstehung
"1467","104599",vap104599,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"6",Kreis 7,7,"6"
"1468","20652",vap20652,Zweirad,Velo,"25",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1469","7613",vap7613,Zweirad,Velo,"170",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1470","2245",vap2245,Zweirad,Velo,"36",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1471","23864",vap23864,Zweirad,Velo,"9",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1472","7611",vap7611,Zweirad,Velo,"102",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1473","17643",vap17643,Zweirad,Velo,"50",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1474","104771",vap104771,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1475","6536",vap6536,Zweirad,Velo,"57",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1476","9902",vap9902,Zweirad,Velo,"9",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1477","23538",vap23538,Zweirad,Motorrad,"4",,,,,Strassenverkehrsamt,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1478","23537",vap23537,Zweirad,Motorrad,"4",,,,,Strassenverkehrsamt,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1479","23865",vap23865,Zweirad,Motorrad,"4",,,,,,gebührenpflichtig,öffentlicher Grund,"7",Kreis 3,3,"4"
"1480","9906",vap9906,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1481","9901",vap9901,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1482","6082",vap6082,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1483","104292",vap104292,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1484","479",vap479,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1485","22579",vap22579,Zweirad,Beide,"30",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1486","105077",vap105077,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1487","104408",vap104408,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1488","23218",vap23218,Zweirad,Velo,"23",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1489","23217",vap23217,Zweirad,Velo,"41",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1490","23213",vap23213,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1491","22904",vap22904,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1492","22902",vap22902,Zweirad,Velo,"35",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1493","22901",vap22901,Zweirad,Velo,"15",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1494","101283",vap101283,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1495","101281",vap101281,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1496","1936",vap1936,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1497","23221",vap23221,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1498","10244",vap10244,Zweirad,Velo,"96",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1499","104799",vap104799,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1500","104794",vap104794,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1501","104785",vap104785,Zweirad,Velo,"50",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1502","104770",vap104770,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1503","9917",vap9917,Zweirad,Velo,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1504","104777",vap104777,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1505","105046",vap105046,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1506","23216",vap23216,Zweirad,Motorrad,"37",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1507","22898",vap22898,Zweirad,Motorrad,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1508","23220",vap23220,Zweirad,Motorrad,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1509","10245",vap10245,Zweirad,Motorrad,"10",,,,,im Parkhaus,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1510","10861",vap10861,Zweirad,Motorrad,"7",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1511","10860",vap10860,Zweirad,Motorrad,"9",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1512","10858",vap10858,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1513","7621",vap7621,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1514","105105",vap105105,Zweirad,Beide,"28",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1515","15081",vap15081,Zweirad,Beide,"24",,,,,3 Stationen,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1516","16038",vap16038,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1517","105082",vap105082,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1518","427",vap427,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1519","6081",vap6081,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1520","104781",vap104781,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1521","3510",vap3510,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1522","7620",vap7620,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1523","428",vap428,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1524","517",vap517,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1525","3506",vap3506,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1526","23532",vap23532,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1527","23211",vap23211,Zweirad,Beide,"70",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1528","23214",vap23214,Zweirad,Beide,"80",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1529","23219",vap23219,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1530","104779",vap104779,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1531","105093",vap105093,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1532","3375",vap3375,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1533","10233",vap10233,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1534","10540",vap10540,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1535","7252",vap7252,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1536","104747",vap104747,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1537","3374",vap3374,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1538","3376",vap3376,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1539","105076",vap105076,Zweirad,Beide,"19",,,,,"16 Velo, 3 Motorrad","0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1540","105092",vap105092,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1541","5571",vap5571,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1542","5265",vap5265,Zweirad,Beide,"15",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1543","7253",vap7253,Zweirad,Beide,"28",,,,,2 Abstellplätze zwischen Nr. 55 und 57,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1544","23540",vap23540,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1545","104751",vap104751,Zweirad,Velo,"19",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1546","6728",vap6728,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1547","104561",vap104561,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1548","14450",vap14450,Zweirad,Velo,"24",,,,,bei Sportanlage Sihlhölzli,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1549","7261",vap7261,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1550","105047",vap105047,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1551","7273",vap7273,Zweirad,Motorrad,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1552","104752",vap104752,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1553","104753",vap104753,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1554","104797",vap104797,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1555","104754",vap104754,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1556","7257",vap7257,Zweirad,Beide,"22",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1557","7265",vap7265,Zweirad,Beide,"9",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1558","7244",vap7244,Zweirad,Beide,"34",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1559","7264",vap7264,Zweirad,Beide,"32",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1560","332",vap332,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1561","331",vap331,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1562","5261",vap5261,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1563","7263",vap7263,Zweirad,Beide,"2",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1564","336",vap336,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1565","7260",vap7260,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1566","7259",vap7259,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1567","3503",vap3503,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1568","14451",vap14451,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1569","14452",vap14452,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1570","12532",vap12532,Zweirad,Beide,"30",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1571","12838",vap12838,Zweirad,Beide,"24",,,,,bei Sportanlage Sihlhölzli,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1572","11958",vap11958,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1573","11959",vap11959,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1574","11960",vap11960,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1575","470",vap470,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1576","14133",vap14133,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1577","14438",vap14438,Zweirad,Beide,"9",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1578","7179",vap7179,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1579","3479",vap3479,Zweirad,Beide,"9",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1580","14439",vap14439,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1581","3453",vap3453,Zweirad,Beide,"25",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1582","7599",vap7599,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1583","14440",vap14440,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1584","14441",vap14441,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1585","5263",vap5263,Zweirad,Beide,"22",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1586","5577",vap5577,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1587","5262",vap5262,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1588","338",vap338,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1589","6538",vap6538,Zweirad,Beide,"36",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1590","14442",vap14442,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1591","3338",vap3338,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1592","6727",vap6727,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1593","6725",vap6725,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1594","104748",vap104748,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1595","105084",vap105084,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1596","340",vap340,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1597","347",vap347,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1598","334",vap334,Zweirad,Beide,"13",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1599","5130",vap5130,Zweirad,Beide,"28",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1600","7591",vap7591,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1601","3471",vap3471,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1602","3456",vap3456,Zweirad,Beide,"46",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1603","3420",vap3420,Zweirad,Beide,"26",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1604","5576",vap5576,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1605","5570",vap5570,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1606","5264",vap5264,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1607","5585",vap5585,Zweirad,Beide,"22",,,,,<Null>,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1608","3443",vap3443,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1609","7256",vap7256,Zweirad,Beide,"10",,,,,3 Motorrad separat,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1610","7258",vap7258,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1611","7262",vap7262,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1612","7598",vap7598,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1613","7597",vap7597,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1614","454",vap454,Zweirad,Beide,"11",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1615","7276",vap7276,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1616","3532",vap3532,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1617","23539",vap23539,Zweirad,Beide,"34",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1618","105044",vap105044,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1619","104512",vap104512,Zweirad,Velo,"38",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1620","100663",vap100663,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1621","100641",vap100641,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1622","100334",vap100334,Zweirad,Velo,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1623","104504",vap104504,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1624","3530",vap3530,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1625","104503",vap104503,Zweirad,Velo,"36",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1626","104501",vap104501,Zweirad,Velo,"42",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1627","104502",vap104502,Zweirad,Velo,"54",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1628","14131",vap14131,Zweirad,Velo,"20",,,,,teilweise überdacht (10 Plätze),"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1629","104510",vap104510,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1630","104508",vap104508,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1631","104507",vap104507,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1632","104506",vap104506,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1633","104505",vap104505,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1634","7592",vap7592,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1635","14129",vap14129,Zweirad,Velo,"38",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1636","17642",vap17642,Zweirad,Velo,"80",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1637","105106",vap105106,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1638","104772",vap104772,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1639","9911",vap9911,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1640","9910",vap9910,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1641","9907",vap9907,Zweirad,Velo,"40",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1642","100664",vap100664,Zweirad,Motorrad,"10",,,,,nur für Besucher des Pflegezentrums,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1643","100642",vap100642,Zweirad,Motorrad,"7",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1644","105045",vap105045,Zweirad,Motorrad,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1645","104500",vap104500,Zweirad,Motorrad,"2",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1646","7596",vap7596,Zweirad,Motorrad,"3",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1647","6402",vap6402,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1648","6403",vap6403,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1649","9913",vap9913,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1650","9914",vap9914,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1651","104769",vap104769,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1652","7595",vap7595,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1653","14128",vap14128,Zweirad,Beide,"34",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1654","7361",vap7361,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1655","14132",vap14132,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1656","473",vap473,Zweirad,Beide,"15",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1657","469",vap469,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1658","7360",vap7360,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1659","7363",vap7363,Zweirad,Beide,"60",,,,,Silhlcity,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1660","468",vap468,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1661","23542",vap23542,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1662","105086",vap105086,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1663","104755",vap104755,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1664","6736",vap6736,Zweirad,Velo,"13",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1665","104798",vap104798,Zweirad,Velo,"54",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1666","104756",vap104756,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1667","7589",vap7589,Zweirad,Motorrad,"5",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1668","406",vap406,Zweirad,Beide,"30",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1669","3346",vap3346,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1670","3567",vap3567,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1671","7251",vap7251,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1672","10544",vap10544,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1673","10552",vap10552,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1674","3382",vap3382,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1675","5260",vap5260,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1676","7250",vap7250,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1677","7249",vap7249,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1678","10227",vap10227,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1679","10228",vap10228,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1680","5251",vap5251,Zweirad,Beide,"20",,,,,2 Standorte,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1681","3534",vap3534,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1682","14445",vap14445,Zweirad,Beide,"22",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1683","14446",vap14446,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1684","412",vap412,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1685","7590",vap7590,Zweirad,Beide,"25",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1686","3353",vap3353,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1687","3451",vap3451,Zweirad,Beide,"30",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1688","3352",vap3352,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1689","409",vap409,Zweirad,Beide,"34",,,,,teilweise mit Bügel,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1690","14767",vap14767,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1691","7246",vap7246,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1692","475",vap475,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1693","445",vap445,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1694","413",vap413,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1695","17659",vap17659,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1696","3351",vap3351,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1697","3566",vap3566,Zweirad,Beide,"28",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1698","3381",vap3381,Zweirad,Beide,"34",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
"1699","7245",vap7245,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"7",Kreis 3,3,"4"
